name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified
Birmann 11,13,built,1996,"Rua Alexandre Dumas 1771, Chácara Santo Antônio 04717-000 Zona Leste",Sao Paulo SP Brazil,,249,https://skyscraperpage.com/cities?buildingID=10905,249,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- pagoda style"", ""- postmodern"", ""Materials"", ""- copper"", ""- glass"", ""- limestone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
International Trade Center,22,built,2000,Sao Paulo SP Brazil,,NA,248,https://skyscraperpage.com/cities?buildingID=10908,248,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Centro Empresarial Água Branca - Torino,22,built,2002,"Av. Francisco Matarazzo, 1500",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104913,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
Centro Empresarial Água Branca - Nova York,22,built,2002,"Av. Francisco Matarazzo, 1500",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104914,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
Centro Empresarial Água Branca - Milano,22,built,2000,"Av. Francisco Matarazzo, 1500",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104911,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
Centro Empresarial Água Branca - Los Angeles,22,built,2000,"Av. Francisco Matarazzo, 1500",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104912,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
Verso,25,built,2009,Rua Laguna 630,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96177,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Terra Brasilis,25,built,2007,Rua André Ampère 153,Sao Paulo SP Brazil,,262,https://skyscraperpage.com/cities?buildingID=11057,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Terra Brasilis,25,built,2007,Rua Sócrates 335,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96281,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Rima,25,built,2009,Rua Laguna 630,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96176,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Regente Feijó A,25,built,,Praça da Liberdade 107,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96403,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Prosa,25,built,2009,Rua Laguna 630,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96175,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Laranjeiras,25,built,2003,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96204,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Gardenia,25,built,2005,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96203,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Conto,25,built,2009,Rua Laguna 630,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96174,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Cennario,25,built,2008,Rua Visconde de Taunay 507,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96198,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Amarylis,25,built,2005,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96202,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Le Crillon,23,built,2006,Rua Peixoto Gomide 502,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102698,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Itamarati,23,built,1993,"Rua Martinico Prado, 26",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95831,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Grand Hotel Ca'd'Oro,23,built,,Rua Augusta 129,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95826,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel
Authentique Higienópolis,23,built,2006,Rua Maranhão 391,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95830,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Sebrae Tower,22,built,,Rua Vergueiro 1117 - Vergueiro - Zona Sul,Sao Paulo SP Brazil,,246,https://skyscraperpage.com/cities?buildingID=10912,246,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office
Edifício Jorge Wallace Simonsen,22,built,,Sao Paulo SP Brazil,,NA,246,https://skyscraperpage.com/cities?buildingID=10888,246,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Edifício Berrini 500,21,built,2001,"Praça Prof. José Lannes, 40 & Av. Engenheiro L.C.Berrini, 500",Sao Paulo SP Brazil,,246,https://skyscraperpage.com/cities?buildingID=10945,246,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- limestone"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office
Grand Loft,18,built,2003,Sao Paulo SP Brazil,,NA,246,https://skyscraperpage.com/cities?buildingID=10873,246,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Parque Tangará,26,built,2003,Sao Paulo SP Brazil,,NA,244,https://skyscraperpage.com/cities?buildingID=10882,244,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Pátio Victor Malzoni,21,built,2011,Avenida Brigadeiro Faria Lima,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=14786,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- hole"")",0,1,0,0,Office
Paulista Plaza,20,built,2005,"Rua do Paraíso, 148 G",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63626,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",0,1,0,0,Office
La Tour,23,built,,Rua Rio Grande 574,Sao Paulo SP Brazil,,239,https://skyscraperpage.com/cities?buildingID=11068,239,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Vivre Torre B,24,built,2010,Rua Doutor Antônio Bento 504,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96183,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ritz Vila Nova Bloco B,24,built,2008,Rua Jacques Félix 450,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95134,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ritz Vila Nova Bloco A,24,built,2008,Rua Jacques Félix 450,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95133,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Primavera,24,built,2004,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96207,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Palais des Sports Bloco B,24,built,1998,Rua Doutor José Aureo Bustamante 183,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96191,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Palais Des Sports Bloco A,24,built,1998,Rua Doutor José Aureo Bustamante 183,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96190,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Paineiras,24,built,2002,Sao Paulo SP Brazil,,NA,400,https://skyscraperpage.com/cities?buildingID=27851,400,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Paineiras,24,built,2002,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96211,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ipe,24,built,2003,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96209,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ilhas do Mediterrâneo Torre D,24,built,1993,Rua Sócrates 853,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96290,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ilhas do Mediterrâneo Torre C,24,built,1993,Rua Sócrates 853,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96289,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ilhas do Mediterrâneo Torre B,24,built,1993,Rua Sócrates 853,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96288,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Ilhas do Mediterrâneo Torre A,24,built,1993,Rua Sócrates 853,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96287,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Flamboyant,24,built,2002,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96210,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Bouganville,24,built,2004,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96206,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Acácias,24,built,2003,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96208,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Ronaldo Sampaio Ferreira,18,built,2003,"Praça João Duran Alonso 34, Itaim Bibi Zona Sul",Sao Paulo SP Brazil,http://www.arcoweb.com.br/arqu...,236,https://skyscraperpage.com/cities?buildingID=65560,236,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Palazzo Ducale,18,built,2000,Sao Paulo SP Brazil,,NA,236,https://skyscraperpage.com/cities?buildingID=11056,236,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Os Bandeirantes,15,built,1994,Av. Brig. Faria Lima opposite Shopping Iguatemi Jardim Europa Zona Sul,Sao Paulo SP Brazil,,236,https://skyscraperpage.com/cities?buildingID=10901,236,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- stone"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Edifício Saint Paul de Leon,23,built,,Rua Pará,Sao Paulo SP Brazil,,233,https://skyscraperpage.com/cities?buildingID=10938,233,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Cotê Sauvage,25,built,,Sao Paulo SP Brazil,,NA,230,https://skyscraperpage.com/cities?buildingID=10872,230,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Edifício Domaine de Belle Vue,23,built,,rua Maranhão,Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=10936,230,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other
Edificio CBS,18,built,1991,Sao Paulo SP Brazil,,NA,230,https://skyscraperpage.com/cities?buildingID=10910,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Market Place Tower II,17,built,2001,"Av. Dr. Chucri Zaidan, 940 Chácara Santo Antônio 04583-906 Zona Leste",Sao Paulo SP Brazil,http://www.marketplace.com.br/,230,https://skyscraperpage.com/cities?buildingID=10920,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- chateau"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- marble"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Market Place Tower I,17,built,1996,"Av. Dr. Chucri Zaidan, 920 Chácara Santo Antônio 04583-904 Zona Leste",Sao Paulo SP Brazil,http://www.marketplace.com.br/,230,https://skyscraperpage.com/cities?buildingID=10921,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- chateau"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- marble"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Juscelino Kubitschek,16,built,1992,"Rua Tenente Negrão 140, Itaim-Bibi Zona Sul",Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=10966,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Edifício Parque Cultural Paulista,16,built,1991,"Al. Santos, 1940 Jardim Paulista Zona Sul",Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=10961,230,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office
La Maison,23,built,,"Rua Sergipe, 446/460",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95829,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Domaine de Belle Vue,23,built,,"Rua Maranhão, 320",Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=95828,230,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Casaredo,23,built,,Rua Júpiter 186,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96478,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential
Visconde do Rio Claro,21,built,,"Al. Tietê, 80 - Cerqueira Cézar",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63124,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Visconde de Porto Seguro,21,built,,"Rua Pedroso Alvarenga, 771 - Itaim Bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63123,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Trianon Corporate 700,21,built,2006,"Alameda Santos, 680-700",Sao Paulo SP Brazil,,607,https://skyscraperpage.com/cities?buildingID=60457,3455,607,230,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office
Villa Reale,20,built,2009,Rua Caraíbas 847 Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59431,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Santander Banespa,20,built,,Rua Boa Vista 263,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96424,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Paulista 2028,20,built,,"Avenida Paulista 2028, Consolação",Sao Paulo SP Brazil,http://www.paulista2028.com.br...,NA,https://skyscraperpage.com/cities?buildingID=104878,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""- parking garage"", ""- restaurant"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office
Faria Lima Financial Center,20,built,2003,Av. Brigadeiro Faria Lima 3400 Itaim 04538-132 Zona Sul,Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=73005,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- international"", ""- modern"", ""- postmodern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
